Наименование	Остаток	Ед.изм	Розничная цена	Артикул
Гайка М14 для ДЗУ	6,000	шт	95,00	
Гайка М14 увеличенная		шт	55,00	
Гайка М14х1,5		шт	73,00	
Гайка М16	17,000	шт	95,00	
Гайка М16 стопорная		шт	75,00	
Гайка М16х1,5 		шт	348,00	100082
Гайка М19 увеличенная		шт	55,00	
Гайка М20		шт	90,00	
Гайка М20х1,5		шт	465,00	16238
Гайка М22х2,5		шт	461,00	300602
Гайка М24		шт	340,00	WN355
Гайка М24х2 SAMPA		шт	266,00	300.198
Гайка М24х2 рулевого пальца 		шт	309,00	
Гайка М24х3		шт	174,00	E9490048
Гайка М30х3,5		шт	435,00	OR870006
Гайка М30х3,5 пальца полурессоры с пластиковым фиксатором		шт	883,00	NLN117
Гайка М6		шт	12,00	
Гайка М6	28,000	шт	15,00	
Гайка М8	147,000	шт	25,00	
Гайка осевая левая SAF	1,000	шт	1 874,00	075.182
Гайка оси SAF правая		шт	2 310,00	075182
Гайка оси с трещеткой SAF		шт	9 000,00	300373
Гайка оси стабилизатора		шт	192,00	
Гайка самозатягивающаяся М8		шт	25,00	
Гайка самоконтрогающная		шт	205,00	
Гайка стабилизатора 		шт	348,00	53299
Гайка стопорная М12	14,000	шт	32,00	
Гайка стопорная М6		шт	15,00	
Гайка стопорная М8	96,000	шт	25,00	
Гайка стремянки М24х2 STELLOX		шт	259,00	89-02346-SX
Гайка ступицы + шайба 		шт	2 830,00	
Гайка ступицы MANSONS		шт	1 796,00	600.170
Гайка ступицы лев. СКАНИЯ	1,000	шт	1 225,00	SK-2870003-01
Гайка ступицы левая STELLOX SAF 		шт	1 979,00	85-13256-SX
Гайка ступицы М55х2		шт	1 021,00	km11
Гайка ступицы правая S&K		шт	1 425,00	SK-7870006-01
Гайка ступицы правая SAMPA 	1,000	шт	1 365,00	075.182
Гайка ступичная левая SAMPA SAF	1,000	шт	1 417,00	075.183
Гайка трансмиссии вилки кардан.вала СКАНИЯ	1,000	шт	2 871,00	74170278
Гайка+болт+шайба М6 комплект 		шт	20,00	
Галогенная лампа AVS Vegas H7.24V		шт	470,00	A78144S_AV1
Генератор ALTERNATOR ФОРД ТРАНЗИТ		шт	25 328,00	23925N
Генератор KRAUF 		шт	46 800,00	ALM3536BS
Генератор ГАЗЕЛЬ НЕХСТ		шт	13 000,00	
Герметик VICTOR REINZ 80ML	2,000	шт	1 318,00	70-24571-20
Герметик красный термостойкий		шт	400,00	
Герметик прозрачный SPLENDOR		шт	411,00	
Герметик резьбовой	2,000	шт	450,00	
Герметик серый термостойкий DoneDeal 42.5г		шт	780,00	6737
Герметик серый термостойкий DoneDeal 85г		шт	935,00	6733
Герметик силиконовый черный маслостойкий 		шт	420,00	
Герметик фиксатор 		шт	180,00	
Герметик-прокладка поддона VICTOR REINZ СКАНИЯ		шт	4 089,00	703141420
Гильза термоусаживаемая 1х1,2		шт	17,00	
Гильза термоусаживаемая 2,2х2,6		шт	15,00	
Гильза термоусаживаемая белая 0,25-0,5		шт	15,00	
Гильза термоусаживаемая красная 0,5-1,5	107,000	шт	15,00	
Гильза термоусаживаемая с припоем		шт	22,00	
Гильза термоусаживаемая с припоем 0,35-0,75	39,000	шт	42,00	49714
Гильза термоусаживаемая с припоем 0,75х1,5	43,000	шт	25,00	49715
Гильза термоусаживаемая синяя 1,5 2,5	25,000	шт	17,00	
Главный цилиндр сцепления Газель НЕКСТ 		шт	3 696,00	НY-P3146
Головка соеденительная без клапана MARSHAL	2,000	шт	961,00	M7105223
Головка соеденительная с клапаном красная М16Х1,5		шт	1 625,00	095.002-01
Головка соеденительная с клапаном М16		шт	1 515,00	09500501
Головка соединительная М16 красн.EBS		шт	2 697,00	90022001
Головка соединительная с клапаном		шт	810,00	09500501
Головка соединительная с клапаном SORL		шт	918,00	35210040020
Головка соединительная с фильтром.	1,000	шт	1 620,00	35210140020
Горелка автономного отопителя		шт	6 000,00	
Гофра	74,000	ч	150,00	
Гофра (переход)		шт	380,00	
Гофра автономного отопителя 0,5м		шт	1 200,00	
Гофра глушителя		шт	26 520,00	81558
Гофра глушителя КАМАЗ		шт	7 957,00	21741RK
ГУДВИЛ Г/Н НХ9400 54		шт		
Датчик ABS TE PARTS		шт	2 730,00	10328090
Датчик ABS задний правый ERREVI КАМАЗ		шт	1 990,00	SE1004
Датчик АБС DT		шт	3 789,00	3.37142
Датчик АБС SPARE PARTS		шт	3 902,00	1.21658
Датчик АБС STELLOX		шт	3 095,00	85-50504-SX
Датчик АБС STELLOX 		шт	2 300,00	85-50563-SX
Датчик АБС ГАЗЕЛЬ НЕХСТ 		шт	1 821,00	
Датчик АБС задней оси		шт	3 825,00	A65R32.3862120
Датчик АБС задний левый VOLVO		шт	5 625,00	
Датчик АБС КАМАЗ		шт	2 880,00	
Датчик АБС передний VOLVO		шт	6 950,00	
Датчик АБС прямой AUGER		шт	3 240,00	71936
Датчик АБС прямой SORL		шт	1 600,00	36304220410
Датчик АБС прямой КАМАЗ		шт	2 700,00	36304220420
Датчик АБС угловой MEYLE		шт	3 409,00	834 533 0002
Датчик АБС угловой SAMPA	1,000	шт	745,00	096.211
Датчик АБС угловой SORL		шт	1 705,00	36304110790
Датчик давления SAMPA		шт	3 860,00	092.142
Датчик давления SAMPA	2,000	шт	3 000,00	093.249
Датчик давления SORL	1,000	шт	4 380,00	36230190020
Датчик давления воздуха AUGER		шт	8 120,00	85453
Датчик давления воздуха AUGER		шт	5 040,00	79018
Датчик давления воздуха ECAS		шт	18 360,00	4410442030
Датчик давления воздуха TOPCOVER СКАНИЯ		шт	8 004,00	T01556006
Датчик давления воздуха TRADEMARK СКАНИЯ 		шт	7 830,00	HTP-SC889798
Датчик давления второго контура б/у 		шт	3 800,00	
Датчик давления КАМАЗ		шт	5 760,00	80471
Датчик давления масла VOLVO		шт	6 435,00	103053
Датчик давления пневморессоры		шт	12 024,00	312064
Датчик давления пневмосстемы SAMPA	1,000	шт	3 045,00	091391
Датчик давления уровня топлива BOSCH		шт	10 715,00	015110
Датчик заднего хода КПП		шт	3 192,00	051184
Датчик коленвала ISUZU		шт	3 200,00	
Датчик коленвала SAMPA		шт	1 696,00	093.224
Датчик надува турбины (б/у)		шт	12 000,00	
Датчик расхода воздуха ИСУДЗУ		шт	6 940,00	
Датчик расхода воздуха ФОРД ТРАНЗИТ 		шт	7 460,00	
Датчик скорости SAMPA СКАНИЯ	1,000	шт	2 320,00	096.1224
Датчик скорости КПП ГАЗЕЛЬ НЕХСТ		шт	2 750,00	
Датчик температуры Scania		шт	3 745,00	044.232
Датчик уровня пневмоподвески PETERS VOLVO		шт	5 980,00	080.134-00A
Датчик уровня подвески	1,000	шт	7 650,00	S1889797
Датчик уровня пола AUGER		шт	9 354,00	85450
Датчик уровня пола EBS 		шт	11 880,00	14.01.6202
Датчик уровня пола HEAVU DUTY СКАНИЯ		шт	12 890,00	312061
Датчик уровня пола SAMPA		шт	6 215,00	091388
Датчик уровня пола SAMPA	1,000	шт	4 550,00	091.388
Датчик уровня пола STARTEC Scania		шт	10 390,00	INF.12.797
Датчик уровня пола СКАНИЯ		шт	7 917,00	RT10046
Датчик уровня пола СКАНИЯ		шт	2 800,00	Z04317
Датчик уровня пола СКАНИЯ/FAW	1,000	шт	3 900,00	096403
Датчик уровня топлива SAMPA СКАНИЯ 		шт	11 730,00	043.237
Датчик уровня топлива SHEFT		шт	18 400,00	12435-QS
Датчик частоты вращения SAMPA		шт	3 960,00	
Демонтаж монтаж ГБЦ: замена прокладки		шт		
Демонтаж монтаж задней левой рессоры		шт		
Демонтаж монтаж помпы 		шт	1 500,00	
Демонтаж монтаж ступиц		шт	1 500,00	
Демонтаж монтаж суппорта 4-я ось слева п/п		шт		
Демонтаж монтаж суппортов 1-я 2-я ось справа п/п.		ч		
Демонтаж монтаж форсунок (6шт) замена уплотнительных колец. 		шт		
Демонтаж монтаж форсунок, замена медных колец		ч		
Демонтаж ступицы на П/П		шт	1 500,00	
Демонтаж суппорта 1-я ось справа п/п		шт		
Демонтаж суппорта 3-я ось слева на п/п		шт		
Демонтаж/ монтаж колес		шт	1 500,00	
Демонтаж/ монтаж передних рессор		шт		
Демонтаж/ монтаж суппорта 1-я 2-я 3-я ось справа на п/п		шт		
Демонтаж/замена крыльев (4 шт) на п/п		шт		
Демонтаж/монтаж 3-ей оси 		шт		
Демонтаж/монтаж автономного отопителя		шт		
Демонтаж/монтаж АКБ		шт		
Демонтаж/монтаж амортизаторов 1-я,2-я,3-я ось на п/п		шт		
