Наименование	Остаток	Ед.изм	Розничная цена	Артикул
Воздушный фильтр ЧЕНЛОНГ	2,000	шт	8 814,00	KU-94048
Восстановление блока АПС	Нет данных	шт	Нет данных	Нет данных
Восстановление блока ЕБС	Нет данных	шт	1 500,00	Нет данных
Восстановление воздушных трубок 	Нет данных	шт	Нет данных	Нет данных
Восстановление заднего бампера 	Нет данных	шт	1 500,00	Нет данных
Восстановление корпуса воздушного фильтра 	Нет данных	ч	1 500,00	Нет данных
Восстановление корпусов воздуха забора 	Нет данных	ч	1 500,00	Нет данных
Восстановление кранштейнов глушителя	Нет данных	ч	1 500,00	Нет данных
Восстановление кранштейнов передних амортизаторов	Нет данных	ч	1 500,00	Нет данных
Восстановление крепления подножек 	Нет данных	шт	1 500,00	Нет данных
Восстановление оси: 2-я ось справа на п/п	Нет данных	шт	1 500,00	Нет данных
Восстановление откидной части капота и установка	Нет данных	шт	Нет данных	Нет данных
Восстановление переднего усилителя бампера 	Нет данных	шт	1 500,00	Нет данных
Восстановление передних крыльев	Нет данных	ч	1 500,00	Нет данных
Восстановление резьбы турбины	Нет данных	шт	Нет данных	Нет данных
Восстановление топливной магистрали автономного отопителя	Нет данных	ч	Нет данных	Нет данных
Восстановление топливопровода автономного отопителя	Нет данных	шт	1 500,00	Нет данных
Восстановление трубки обратки 	Нет данных	шт	1 500,00	Нет данных
Восстановление трубки охлаждения ГБЦ	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки АБС на п/п	Нет данных	шт	1 500,00	Нет данных
Восстановление электропроводки блока управления 	Нет данных	шт	1 500,00	Нет данных
Восстановление электропроводки боковых габаритных огней термофургона	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки вискомуфты	Нет данных	ч	1 500,00	Нет данных
Восстановление электропроводки датчиков АБС	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки заднего левого фонаря п/п	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки заднего освещения на п/п	Нет данных	шт	1 500,00	Нет данных
Восстановление электропроводки заднего правого фонаря	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки заднего фонаря справа на п/п	Нет данных	шт	1 500,00	Нет данных
Восстановление электропроводки задних фонарей	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки задних фонарей П/П	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки КПП	Нет данных	шт	Нет данных	Нет данных
Восстановление электропроводки освещения п/п 	Нет данных	шт	1 500,00	Нет данных
Восстановление электропроводки приборной панели 	Нет данных	шт	1 500,00	Нет данных
Восстановление электропроводки прицепа	Нет данных	шт	Нет данных	Нет данных
Востановление блока предохранителей	Нет данных	ч	Нет данных	Нет данных
Востановление воздушной магистрали	Нет данных	ч	Нет данных	Нет данных
Востановление заднего правого фонаря п/п	Нет данных	ч	Нет данных	Нет данных
Востановление корпуса воздушного фильтра	Нет данных	шт	1 500,00	Нет данных
Востановление панели задних фонарей п/п	Нет данных	шт	Нет данных	Нет данных
Востановление разъема заднего левого фонаря	Нет данных	шт	Нет данных	Нет данных
Востановление разъемов блока АПС	Нет данных	шт	Нет данных	Нет данных
Востановление разъемов датчиков АБС	Нет данных	шт	Нет данных	Нет данных
Востановление разъемов задних перекидок	Нет данных	шт	Нет данных	Нет данных
Востановление резьбовых соединений тормозной скобы	Нет данных	шт	1 500,00	Нет данных
Востановление топливопровода	Нет данных	шт	Нет данных	Нет данных
Востановление трубки щупа	Нет данных	шт	Нет данных	Нет данных
Востановление чулка заднего моста	Нет данных	шт	Нет данных	Нет данных
Востановление чулка на п/п	Нет данных	шт	1 500,00	Нет данных
Востановление электропроводки 	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки АБС П/П	Нет данных	шт	1 500,00	Нет данных
востановление электропроводки ближнего света	Нет данных	ч	Нет данных	Нет данных
Востановление электропроводки блока реле	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки блока управления ДВС	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки боковых габаритных огней	Нет данных	ч	Нет данных	Нет данных
Востановление электропроводки боковых габаритных фонарей на п/п	Нет данных	шт	1 500,00	Нет данных
Востановление электропроводки боковых и задних фонарей п/п	Нет данных	ч	Нет данных	Нет данных
Востановление электропроводки датчика АБС	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки датчика блокировки	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки датчика уровня пола	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки заднего левого фонаря	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки заднего левого фонаря на п/п	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки заднего освещения на п/п	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки заднего правого фонаря	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки заднего правого фонаря на п/п	Нет данных	шт	1 500,00	Нет данных
Востановление электропроводки задних датчиков АБС	Нет данных	шт	Нет данных	Нет данных
Востановление электропроводки задних фонарей 	Нет данных	шт	1 500,00	Нет данных
Востановление электропроводки задних фонарей на п/п	Нет данных	шт	1 500,00	Нет данных
Востановление электропроводки КПП	Нет данных	ч	Нет данных	Нет данных
